ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
503062,Aleisha Fabric Upholstered Loveseat Mustard Yellow,Loveseats,Loveseat,Mustard Yellow,"Loveseat with rounded shelter arms and textured fabric upholstery adds cozy two-seat comfort to living rooms and dens. Vertical channel detailing across the inside back creates subtle texture while plush seat cushions encourage relaxed seating. A wood and plywood frame supports foam and polyester fiber cushioning for reliable everyday comfort, and dark brown legs provide contrast and lift beneath the warm mustard upholstery.","67""w x 35""d x 29.5""h",106.7,coasterfurniture.com listed,Mustard yellow fabric loveseat features rounded shelter arms and compact seating | Channel back detail adds subtle texture and tailored contemporary style | Soft fabric upholstery covers plush cushions for inviting daily seating | Foam and polyester fiber cushioning supports comfortable two-seat lounging | Dark brown legs add contrast and elevate the upholstered silhouette | Wood and plywood frame construction ensures reliable everyday durability,13,503062-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Aleisha-Chenille-Upholstered-Loveseat/503062
503065,Aleisha Fabric Upholstered Loveseat Sand,Loveseats,Loveseat,,"Loveseat with rounded shelter arms and textured fabric upholstery adds cozy two-seat comfort to living rooms and dens. Vertical channel detailing across the inside back creates subtle texture while plush seat cushions encourage relaxed seating. A wood and plywood frame supports foam and polyester fiber cushioning for reliable everyday comfort, and dark brown legs provide contrast and lift beneath the sand upholstery.","67""w x 35""d x 29.5""h",106.7,coasterfurniture.com listed,Sand fabric loveseat features rounded shelter arms and a tailored two-seat profile | Vertical channel back detail adds subtle texture and structured visual interest | Textured fabric upholstery brings a soft look across the cushioned silhouette | Foam and polyester fiber cushioning supports comfortable everyday seating | Dark brown legs add contrast and lift beneath the upholstered frame | Wood and plywood construction reinforces reliable daily use and support,13,503065-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Aleisha-Chenille-Upholstered-Loveseat/503062
503722,Whitney Contemporary Channel Tufted Woven Fabric Upholstered Loveseat,Loveseats,Loveseat,,"Channel tufted Woven Fabric loveseat brings sculpted curves and ribbed comfort to smaller rooms. A plywood and wood frame supports foam cushioning with polyester fiber fill, wrapped in 100% polyester Woven Fabric. Rounded arms and a low profile keep the silhouette clean, while loose back pillows add relaxed support. Vertical channeling across the seat and back creates dimensional style. Use this settee to complete a conversation area and enjoy everyday lounging.","65.5""w x 37""d x 29""h",104.5,coasterfurniture.com listed,"Pebble Woven Fabric loveseat features channel tufting, rounded arms, and dark brown legs | Deep vertical channels add ribbed texture for a sculptural, modern look throughout | Plush foam cushioning with polyester fiber fill supports relaxed everyday lounging | Sturdy plywood and wood frame keeps support stable under the soft curved profile | Compact footprint fits smaller rooms while keeping the silhouette airy and open | Loose back pillows add flexible comfort for reading, streaming, and conversation",11,503722-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Whitney-Boucle-Upholstered-Loveseat/503722
506552,Finley Upholstered Padded Arm Tufted Loveseat Black,Loveseats,Loveseat,,"Loveseat delivers plush contemporary comfort with smooth leatherette upholstery, tufted back cushions, and generously padded headrests and arms. Its compact scale makes it well suited to apartments, dens, and paired seating layouts while still offering substantial support for everyday use. Pocket coil seating and supportive foam cushioning contribute to resilient comfort, and attached cushions help preserve a tidy tailored appearance. Choose this loveseat for smaller seating areas that need comfort, clean styling, and an easy-to-coordinate black finish.","56.75""w x 35""d x 40.25""h",87.08,coasterfurniture.com listed,Attached cushions keep the profile neat and easy to care for daily | Pocket coil seating helps maintain comfort and resilience over time | Tufted back cushions add subtle detail to the clean tailored silhouette | Compact footprint works well in apartments dens and smaller seating areas | Loveseat in black leatherette offers compact comfort with modern style | Padded headrests and arms provide soft support for everyday relaxation,10,506552-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Finley-Loveseat/506552
506592,Arabella Upholstered Padded Arm Loveseat Grey,Loveseats,Loveseat,,"Bring modern sophistication to your living space with this contemporary loveseat, designed for comfort and everyday durability. Upholstered in smooth grey leatherette with subtle stitched detailing, it offers a polished yet inviting look. Padded cushions and pillow-top arms create a relaxing seating experience, while a high pillow back provides excellent support. Supported by dark brown block-style legs and a sturdy wooden frame, this loveseat is both stylish and reliable, making it a versatile addition to small spaces or larger living rooms.","58.75""w x 35""d x 37.5""h",87.08,coasterfurniture.com listed,"Dark brown block-style legs add a grounded finish and enhance the loveseat’s sleek silhouette | Durable wooden frame construction ensures reliable stability and everyday lasting performance | Compact size makes this loveseat a versatile choice for small apartments or spacious homes | Loveseat upholstered in smooth grey leatherette with subtle stitched accents for modern style | Plush padded seating and pillow-top arms offer long-lasting comfort and everyday relaxation | High pillow back design provides supportive seating, ideal for lounging or casual entertaining",7,506592-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Arabella-Loveseat/506592
504972,Isabella Fabric Upholstered Loveseat Sand,Loveseats,Loveseat,Sand,"Stationary loveseat brings a rounded contemporary silhouette to compact seating areas with smooth curves, sloped arms, and a softly sculpted profile. The tight back and broad seat keep the look clean and composed while supporting everyday lounging. Black legs add contrast beneath the low frame, and durable wood construction with foam and premium fill cushioning creates a comfortable seat for apartments, family rooms, and relaxed conversation spaces.","68""w x 42""d x 32.5""h",108.68,coasterfurniture.com listed,"Sand loveseat features a rounded silhouette with sloped arms and a clean profile | Tight back and broad seat keep the look tailored and visually composed | Smooth fabric upholstery softens the sculpted frame with an inviting finish | Foam and premium fill cushioning supports everyday lounging, reading, and casual conversation | Black legs add crisp contrast and subtle lift beneath the curved silhouette | Durable wood construction reinforces reliable comfort for daily living room use",12,504972-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Isabella-Loveseat/509872
509872,Isabella Faux Sheepskin Upholstered Loveseat Natural,Loveseats,Loveseat,Ivory,"Stationary loveseat brings a rounded contemporary silhouette to compact seating areas with smooth curves, sloped arms, and a softly sculpted profile. The tight back and broad seat keep the look clean and composed while supporting everyday lounging. Black legs add contrast beneath the low frame, and durable wood construction with foam cushioning creates a comfortable seat for apartments, family rooms, and relaxed conversation spaces.","68""w x 42""d x 32.5""h",108.68,coasterfurniture.com listed,"Black legs add crisp contrast and subtle lift beneath the curved silhouette | Durable wood construction reinforces reliable comfort for daily living room use | Faux sheepskin upholstery adds soft texture to the sculpted contemporary frame | Foam cushioning supports everyday lounging, reading, and casual conversation | Ivory faux sheepskin loveseat features a rounded silhouette with sloped arms | Tight back and broad seat keep the look tailored and visually composed",11,509872-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Isabella-Loveseat/509872
506865,Sophia Upholstered Channel Tufted Loveseat Grey,Loveseats,Loveseat,Grey,"Infuse your living space with vintage glamour and modern sophistication through this sculptural loveseat. Wrapped in smooth grey velvet, it showcases a striking kidney-shaped silhouette that brings graceful movement and charm. Vertical channel tufting along the interior back creates dimension and texture, enhancing its refined profile. Supported by tapered stainless steel legs in a lustrous gold finish, this piece embodies mid-century elegance while offering plush comfort for contemporary and transitional interiors.","73.5""w x 35.5""d x 33""h",77,coasterfurniture.com listed,"Curved kidney-shaped loveseat brings sculptural mid-century elegance | Upholstered in smooth grey velvet for a soft, refined texture and feel | Vertical channel tufting enhances depth and stylish visual dimension | Tapered gold stainless steel legs add a chic touch of modern glamour | Constructed with a fully encased solid wood frame for lasting support | Ideal for compact spaces or as a sophisticated living room centerpiece",10,506865-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Sophia-Loveseat/506865
509172,Rainn Boucle Upholstered Sloped Arm Loveseat Latte,Loveseats,Loveseat,,"Gracefully contoured and inviting, this boucle loveseat brings soft sophistication to any space. The curved silhouette and sloped armrests offer a modern nod to mid-century design, while the latte boucle fabric provides tactile warmth and texture. Plush seat cushions ensure lasting comfort, complemented by accent pillows filled with premium faux down for a touch of luxury. Supported by discreet black legs, this loveseat balances elegance and coziness, creating a perfect retreat for contemporary living rooms.","65.5""w x 40""d x 33""h",98.78,coasterfurniture.com listed,"Curved loveseat wrapped in soft latte boucle upholstery for texture | Sloped armrests and rounded edges highlight graceful contours | Two plush seat cushions deliver superior comfort and support | Tight back design maintains a smooth, tailored modern appearance | Accent pillows with faux down fill enhance softness and appeal | Perfect for compact living areas seeking warmth and sophistication",12,509172-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Rainn-Loveseat/509172
602552,Gilson Chenille Upholstered Reclining Loveseat Grey,Loveseats,Motion Loveseat,,"Experience superior comfort and functionality with this manual reclining loveseat. Upholstered in soft grey chenille, it combines cozy texture with supportive cushioning. The center console includes a soft-close compartment and removable stainless steel cup holders, keeping essentials within reach. Pillow top armrests and padded backs offer enhanced comfort for lounging. Perfect for movie nights or everyday relaxation, this loveseat balances luxury and practicality with effortless charm.","79.75""w x 40.5""d x 41.75""h",178.57,coasterfurniture.com listed,Manual reclining loveseat combines comfort and functionality | Soft grey chenille upholstery adds plush inviting appeal | Center console with removable stainless steel cup holders | Soft-close storage compartment for added convenience | Pillow top arms and padded backs ensure superior comfort | Smooth manual recline mechanism adjusts with ease,14,602552-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Gilson-Reclining-Loveseat/602552
610242,Camila Upholstered Motion Reclining Loveseat Red,Loveseats,Motion Loveseat,Red,"Motion reclining loveseat brings plush comfort and tailored support to compact living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette that still feels easy for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, giving the piece smooth manual motion and dependable support. Its scaled profile suits movie nights, reading, and daily relaxation.","61.75""w x 38.25""d x 38""h",154.44,coasterfurniture.com listed,"Manual reclining seats adjust easily for reading, lounging, and movie night comfort | Padded pillow arms add comfort while softening the transitional loveseat silhouette | Plywood frame and metal mechanism support dependable everyday reclining use | Red reclining loveseat features smooth leatherette upholstery and plush seating | Red upholstery adds bold warmth and character to compact seating areas at home | Structured backs and channeled cushions keep the profile tailored and supportive",12,610242-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Camila-Reclining-Loveseat/610242
610245,Camila Upholstered Motion Reclining Loveseat Black,Loveseats,Motion Loveseat,Black,"Motion reclining loveseat brings plush comfort and tailored support to compact living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette that still feels easy for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, giving the piece smooth manual motion and dependable support. Its scaled profile suits movie nights, reading, and daily relaxation.","61.75""w x 38.25""d x 38""h",154.44,coasterfurniture.com listed,"Black reclining loveseat features smooth leatherette upholstery and plush seating | Black upholstery keeps the look sleek, versatile, and easy to coordinate at home | Manual reclining seats adjust easily for reading, lounging, and movie night comfort | Padded pillow arms add comfort while softening the transitional loveseat silhouette | Plywood frame and metal mechanism support dependable everyday reclining use | Structured backs and channeled cushions keep the profile tailored and supportive",12,610245-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Camila-Reclining-Loveseat/610242
610248,Camila Upholstered Motion Reclining Loveseat White,Loveseats,Motion Loveseat,,"Motion reclining loveseat brings plush seating and tailored structure to living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette while maintaining relaxed comfort for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, providing smooth manual motion and dependable support. The clean white upholstery adds a bright contemporary presence suited for movie nights, reading, and daily downtime.","61.75""w x 37.25""d x 39""h",154.32,coasterfurniture.com listed,White upholstery brightens compact seating areas with a clean modern look | White reclining loveseat features smooth leatherette upholstery and plush supportive seating | Manual reclining seats adjust easily for reading lounging and movie night comfort | Structured backs and channeled cushions maintain a tailored seating profile | Padded pillow arms provide comfort while softening the transitional loveseat silhouette | Plywood frame and metal mechanism support dependable everyday reclining use,11,610248-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Camila-Reclining-Loveseat/610242
609542,Bahrain Upholstered Motion Loveseat Charcoal,Loveseats,Motion Sofa,,"Create the perfect retreat from the world, prioritizing comfort with this transitional reclining loveseat. Charcoal upholstery is smooth and soft, creating a stylish addition to your living room or den. Between the recliners is a center storage console with a compartment for accessories and essentials and a pair of cupholders to keep beverages within reach. Supportive seating is paired with plush cushions, offering exceptional comfort and relaxation for movie marathons and catching up with the family. Pillowtop armrests are a lush finishing touch, adding inviting comfort when curling up or kicking back.","86""w x 38.25""d x 39.75""h",177.54,coasterfurniture.com listed,Reclining loveseat in charcoal fabric creates a comfortable retreat for two | Plush cushions and supportive seating deliver inviting everyday comfort | Charcoal upholstery blends smoothly into living rooms dens and media spaces | Dual recliners encourage easy lounging for movies reading or family time | Pillowtop arms offer a soft finishing touch for curling up and relaxing | Center console adds storage and cupholders for essentials within easy reach,18,609542-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Bahrain-Reclining-Loveseat/609542
610262P,Greenfield Upholstered Power Reclining Loveseat Dove Grey,Loveseats,Power Reclining Loveseat,Dove Grey,"Contemporary elegance plays out in a clean, modern design as the power loveseat delivers beauty and comfort to a space reserved for easy entertaining and relaxing. Leatherette upholstery covers a wood and plywood frame to provide a sturdy build, embellished with plump foam filled in tall, attached back cushions and supportive seat cushions. Subtle tufting cradles body positioning, aided in luxurious comfort by power reclining at the touch of a button on a switch panel with a convenient USB port. The loveseat includes a center console with storage and cup holders for added convenience.","71.75""w x 37""d x 39.75""h",189.59,coasterfurniture.com listed,Power reclining loveseat features smooth leatherette upholstery in a neutral tone | Power reclining function offers customized comfort at the touch of a button | Center console with storage and cup holders adds functional everyday convenience | Plump foam cushions with subtle tufting support comfortable body positioning | Built-in switch panel includes a convenient USB port for device charging | Attached seat and back cushions create a tailored clean modern silhouette,14,610262P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Greenfield-Power-Reclining-Loveseat/610262P
610265P,Greenfield Upholstered Power Reclining Loveseat Saddle Brown,Loveseats,Power Reclining Loveseat,Saddle Brown,"Contemporary elegance plays out in a clean, modern design as the power loveseat delivers beauty and comfort to a space reserved for easy entertaining and relaxing. Leatherette upholstery covers a wood and plywood frame to provide a sturdy build, embellished with plump foam filled in tall, attached back cushions and supportive seat cushions. Subtle tufting cradles body positioning, aided in luxurious comfort by power reclining at the touch of a button on a switch panel with a convenient USB port. The loveseat includes a center console with storage and cup holders for added convenience.","71.75""w x 37""d x 39.75""h",189.59,coasterfurniture.com listed,Power reclining loveseat features smooth leatherette upholstery in a rich tone | Power reclining function offers customized comfort at the touch of a button | Center console with storage and cup holders adds functional everyday convenience | Plump foam cushions with subtle tufting support comfortable body positioning | Built-in switch panel includes a convenient USB port for device charging | Attached seat and back cushions create a tailored clean modern silhouette,14,610265P-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Greenfield-Power-Reclining-Loveseat/610262P
508282,Ellington Upholstered Padded Arm Loveseat Dark Brown,Loveseats,Loveseat,,"Spotlight comfort in a transitional loveseat. In dark brown faux leather upholstery, it features a slightly mottled look that adds authenticity. Cushions are filled with foam and seats include pocket coil springs, ensuring exceptional support for game days and relaxing at home. Pillowtop arms invite lounging, providing a great place to curl up with a book or a quick cat nap. Webbed decking support and sinuous spring seat decking complete the design with incredible comfort.","63""w x 39""d x 40.5""h",110.23,coasterfurniture.com listed,"Dark brown coated microfiber adds a rich, authentic leather-inspired look | Transitional loveseat designed for plush and cozy two-person seating | Pillowtop arms provide an ultra-comfortable feel for lounging or naps | Foam-filled cushions and pocket coil springs deliver premium support | Webbed seat decking and sinuous springs enhance durability and comfort | Compact size is perfect for smaller spaces or as part of a coordinated set",12,508282-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Ellington-Loveseat/508282
610272,Sloane Upholstered Padded Arm Reclining Loveseat Blue,Loveseats,Motion Loveseat,,"Imagine a cozy spot made for shared evenings, where this reclining loveseat brings together soft support and polished comfort. Blue leatherette upholstery wraps the silhouette in a smooth, tailored finish, while padded arms and attached cushions create an inviting place to settle in. The center storage console keeps essentials close, with removable stainless steel cup holders and dual USB charging adding practical ease.","78.75""w x 39.25""d x 40.25""h",179.68,coasterfurniture.com listed,Reclining loveseat in blue features padded arms and a cozy profile | Removable stainless steel cup holders support everyday relaxation | Blue leatherette upholstery adds a smooth and tailored modern finish | Center console provides convenient storage between the two seats | Dual USB ports add easy charging access within the storage console | Attached cushions with pocket coil seating support lasting comfort,12,610272-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Sloane-Reclining-Loveseat/610272
603192,Raelynn Upholstered Track Arm Motion Loveseat Grey,Loveseats,Motion Loveseat,,"Blending modern and transitional design, this motion loveseat delivers both style and comfort. Upholstered in smooth grey leatherette, it features decorative vertical topstitching for visual dimension. Plush foam padding and pocket coil spring cushions provide supportive comfort, while ultra-padded headrests enhance relaxation. A wall-hugger reclining mechanism saves space, and a flip-top center console offers storage for remotes and essentials. Two built-in cup holders keep beverages within reach, making this loveseat perfect for everyday lounging.","70.75""w x 40.5""d x 41.25""h",175.64,coasterfurniture.com listed,"Motion loveseat upholstered in smooth grey leatherette with vertical topstitching | Manual reclining seats offer customizable comfort for daily lounging needs | Wall-hugger mechanism allows reclining without taking up extra room space | Plush foam padding and pocket coil seating provide durable supportive comfort | Center console flips open to store remotes, magazines, and small accessories | Two built-in cup holders keep drinks within reach for movie nights or relaxing",13,603192-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Raelynn-Reclining-Loveseat/603192
552062,Christine Upholstered Sloped Arm Loveseat Beige,Loveseats,Loveseat,,"Elevate your living space with this upholstered loveseat, wrapped in soft beige chenille for a cozy yet refined look. Designed with sloped track arms and tapered dark brown wooden legs, it offers a balanced blend of comfort and sophistication. Boxed seat and back cushions with classic welt trim highlight its tailored design, while coordinating accent pillows in copper and coral hues add a subtle touch of contrast. Ideal for modern or transitional interiors, this loveseat provides timeless style and inviting comfort.","63.25""w x 36.25""d x 36.25""h",90.64,coasterfurniture.com listed,Upholstered loveseat with smooth transitional styling and comfort | Soft beige chenille upholstery brightens and softens any space | Sloped track arms deliver a graceful and refined silhouette | Boxed seat and back cushions include classic welt detailing | Copper and coral accent pillows introduce warm tonal contrast | Tapered solid wood legs provide durability and subtle height,13,552062-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Christine-Loveseat/552062
651352,Greer Upholstered Motion Reclining Loveseat Taupe,Loveseats,Glider Loveseat,Taupe,"This glider loveseat pairs cozy support with clever convenience. Manual reclining seats invite you to unwind as a smooth gliding mechanism soothes between scenes. A center console adds lift-top storage, a pop-up power hub with USB charging, and stainless steel cup holders to keep essentials close. Supportive pocket-coil cushions and memory foam cradle every position. Trim leatherette with contrast stitching covers a durable frame of foam, engineered wood, and heavy gauge metal.","77""w x 38""d x 40""h",192.9,coasterfurniture.com listed,"Smooth gliding motion adds soothing movement between shows or chats | Glider loveseat in taupe faux leather with contrast stitching and padded arms | Manual reclining seats deliver easy comfort for shared relaxation time | Lift-top console provides storage, pop-up power with two AC and two USB | Two stainless steel cup holders keep refreshments close at hand | Pocket-coil cushions with memory foam ensure supportive, lasting comfort",11,651352-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Greer-Glider-Reclining-Loveseat/651352
651355,Greer Upholstered Motion Reclining Loveseat Brown,Loveseats,Glider Loveseat,Brown,"This glider loveseat pairs cozy support with clever convenience. Manual reclining seats invite you to unwind as a smooth gliding mechanism soothes between scenes. A center console adds lift-top storage, a pop-up power hub with USB charging, and stainless steel cup holders to keep essentials close. Supportive pocket-coil cushions and memory foam cradle every position. Trim leatherette with contrast stitching covers a durable frame of foam, engineered wood, and heavy gauge metal.","77""w x 38""d x 40""h",192.9,coasterfurniture.com listed,"Glider loveseat in brown faux leather with tailored contrast stitch detail | Gentle gliding mechanism provides calming motion while you relax | Manual reclining seats offer effortless comfort for everyday lounging | Lift-top console adds storage, pop-up power with two AC and two USB | Two stainless steel cup holders offer convenient beverage placement | Pocket-coil cushions with memory foam deliver supportive, plush seating",11,651355-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Greer-Glider-Reclining-Loveseat/651352
610282,Brentwood Upholstered Motion Reclining Loveseat Taupe,Loveseats,Motion Loveseat,Taupe,"Revamp your living room or den with the inviting comfort of a modern reclining loveseat. Complete with a center console that adds storage and a pair of cupholders, this loveseat is sure to become your favorite on movie nights and game days. It features sleek track arms with modern tufted accents that create impeccable support. Suede-like upholstery has a soft, matte effect in taupe, perfect for augmenting with neutral appeal. Add a pair of throw pillows to bring a personal touch to this look.","71.25""w x 36.5""d x 39.25""h",170.85,coasterfurniture.com listed,Taupe reclining loveseat features a clean modern profile with track arms | Suede-like upholstery offers a soft matte texture in a versatile taupe tone | Sinuous spring seating and webbed backs support lasting everyday comfort | Manual recline on both seats supports movie nights and everyday relaxation | Tufted accents add tailored detail and supportive comfort to the cushions | Center console adds storage and removable cupholders for added convenience,15,610282-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Brentwood-Reclining-Loveseat/610282
610285,Brentwood Upholstered Reclining Loveseat Dark Charcoal,Loveseats,Motion Loveseat,Dark Charcoal,"Revamp your living room or den with the inviting comfort of a modern reclining loveseat. Complete with a center console that adds storage and a pair of cupholders, this loveseat is sure to become your favorite on movie nights and game days. It features sleek track arms with modern tufted accents that create impeccable support. Suede-like upholstery has a soft, matte effect in dark charcoal, perfect for augmenting with neutral appeal. Add a pair of throw pillows to bring a personal touch to this look.","71.25""w x 36.5""d x 39.25""h",170.85,coasterfurniture.com listed,Dark charcoal reclining loveseat features a clean modern profile with track arms | Suede-like upholstery offers a soft matte texture in a rich charcoal tone | Sinuous spring seating and webbed backs support lasting everyday comfort | Manual recline on both seats supports movie nights and everyday relaxation | Tufted accents add tailored detail and supportive comfort to the cushions | Center console adds storage and removable cupholders for added convenience,14,610285-1.jpg,https://www.coasterfurniture.com/furniture/category/Loveseats/Brentwood-Reclining-Loveseat/610282
903075,Leon Upholstered Barrel Accent Swivel Chair Hunter Green,Chairs & Seating,Accent Chair,Hunter Green,"Swivel accent chair updates the classic club silhouette with cozy modern character and effortless versatility. Its rounded barrel back creates a supportive seat that feels inviting from every angle, while soft upholstery in a rich hunter green tone adds depth and personality to the room. The chair rotates smoothly on a black swivel base, encouraging conversation and easy movement in multifunctional spaces. Plush cushioning enhances comfort, making it a stylish choice for living rooms, dens, and relaxed corners that need warmth and flexibility.","30.75""w x 31""d x 30.5""h",50.72,coasterfurniture.com listed,Swivel accent chair updates the club silhouette with cozy modern style | Black swivel base allows easy movement and conversational flexibility | Rounded barrel back offers supportive comfort with inviting softness | Hunter green upholstery adds rich color and depth to living spaces | Plush cushioning creates a comfortable seat for lounging every day | A smart fit for dens living rooms and multifunctional seating areas,12,903075-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Leon-Swivel-Accent-Chair/903411
903076,Leon Upholstered Barrel Accent Swivel Chair Mustard Yellow,Chairs & Seating,Accent Chair,Mustard Yellow,"Swivel accent chair updates the classic club silhouette with cozy modern character and effortless versatility. Its rounded barrel back creates a supportive seat that feels inviting from every angle, while soft upholstery in a warm mustard yellow tone adds depth and personality to the room. The chair rotates smoothly on a black swivel base, encouraging conversation and easy movement in multifunctional spaces. Plush cushioning enhances comfort, making it a stylish choice for living rooms, dens, and relaxed corners that need warmth and flexibility.","30.75""w x 31""d x 30.5""h",50.72,coasterfurniture.com listed,Swivel accent chair updates the club silhouette with cozy modern style | Black swivel base allows easy movement and conversational flexibility | Rounded barrel back offers supportive comfort with inviting softness | Mustard yellow upholstery adds warmth and vibrant character to a room | Plush cushioning creates a comfortable seat for lounging every day | A smart fit for dens living rooms and multifunctional seating areas,12,903076-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Leon-Swivel-Accent-Chair/903411
903411,Leon Chenille Upholstered Swivel Accent Chair Beige,Chairs & Seating,Accent Chair,,"A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.","30.75""w x 31""d x 30.5""h",47.41,coasterfurniture.com listed,Beige chenille upholstery wraps the seat and curved back with soft visible texture | Black metal swivel base lets the chair rotate smoothly within a compact footprint | Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort | Foam cushioning supports a generous seat while keeping the profile clean and tailored | Fully upholstered sides give the chair a polished look from multiple room angles | Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette,12,903411-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Leon-Swivel-Accent-Chair/903411
903412,Leon Chenille Upholstered Swivel Accent Chair Green,Chairs & Seating,Accent Chair,,"A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.","30.75""w x 31""d x 30.5""h",47.41,coasterfurniture.com listed,Black metal swivel base lets the chair rotate smoothly within a compact footprint | Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort | Foam cushioning supports a generous seat while keeping the profile clean and tailored | Fully upholstered sides give the chair a polished look from multiple room angles | Green chenille upholstery wraps the seat and curved back with soft visible texture | Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette,12,903412-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Leon-Swivel-Accent-Chair/903411
903413,Leon Chenille Upholstered Swivel Accent Chair Black,Chairs & Seating,Accent Chair,,"A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.","30.75""w x 31""d x 30.5""h",47.41,coasterfurniture.com listed,Black chenille upholstery wraps the seat and curved back with soft visible texture | Black metal swivel base lets the chair rotate smoothly within a compact footprint | Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort | Foam cushioning supports a generous seat while keeping the profile clean and tailored | Fully upholstered sides give the chair a polished look from multiple room angles | Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette,12,903413-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Leon-Swivel-Accent-Chair/903411
511233,Amador Chenille Upholstered Track Arm Accent Chair Camel,Chairs & Seating,Chair,,"This chenille accent chair carries the seating profile into a single lounge piece with broad track arms, a loose back cushion, and a deep seat. Chenille upholstery adds soft texture over the boxy frame, while reversible seat and back cushions support practical everyday use. Foam and pocket coil seating pairs with S-spring construction, and one lumbar pillow adds a relaxed finishing layer.","42""w x 38""d x 35""h",75.46,coasterfurniture.com listed,Camel upholstery gives the chair a warm neutral tone for living room seating | Chenille accent chair brings broad track arms and a relaxed boxy lounge profile | Dark brown rubberwood legs finish the low chair profile with subtle grounding | Foam and pocket coil seat cushion pairs with S-spring support for everyday comfort | One lumbar pillow adds casual support across the deep upholstered seat | Reversible seat and back cushions help refresh the chair through regular use,11,511233-1.jpg,https://www.coasterfurniture.com/furniture/category/Chairs-%26-Seating/Amador-Track-Arm-Accent-Chair/511233
