productcode,productname,productdescription,productweight,photourl,hideproduct
503065,Aleisha Fabric Upholstered Loveseat Sand,"<p>Loveseat with rounded shelter arms and textured fabric upholstery adds cozy two-seat comfort to living rooms and dens. Vertical channel detailing across the inside back creates subtle texture while plush seat cushions encourage relaxed seating. A wood and plywood frame supports foam and polyester fiber cushioning for reliable everyday comfort, and dark brown legs provide contrast and lift beneath the sand upholstery.</p><p><b>Dimensions:</b> 67""w x 35""d x 29.5""h</p><ul><li>Sand fabric loveseat features rounded shelter arms and a tailored two-seat profile</li><li>Vertical channel back detail adds subtle texture and structured visual interest</li><li>Textured fabric upholstery brings a soft look across the cushioned silhouette</li><li>Foam and polyester fiber cushioning supports comfortable everyday seating</li><li>Dark brown legs add contrast and lift beneath the upholstered frame</li><li>Wood and plywood construction reinforces reliable daily use and support</li></ul>",106.7,/v/vspfiles/photos/coaster living room/503065-1.jpg,N
503722,Whitney Contemporary Channel Tufted Woven Fabric Upholstered Loveseat,"<p>Channel tufted Woven Fabric loveseat brings sculpted curves and ribbed comfort to smaller rooms. A plywood and wood frame supports foam cushioning with polyester fiber fill, wrapped in 100% polyester Woven Fabric. Rounded arms and a low profile keep the silhouette clean, while loose back pillows add relaxed support. Vertical channeling across the seat and back creates dimensional style. Use this settee to complete a conversation area and enjoy everyday lounging.</p><p><b>Dimensions:</b> 65.5""w x 37""d x 29""h</p><ul><li>Pebble Woven Fabric loveseat features channel tufting, rounded arms, and dark brown legs</li><li>Deep vertical channels add ribbed texture for a sculptural, modern look throughout</li><li>Plush foam cushioning with polyester fiber fill supports relaxed everyday lounging</li><li>Sturdy plywood and wood frame keeps support stable under the soft curved profile</li><li>Compact footprint fits smaller rooms while keeping the silhouette airy and open</li><li>Loose back pillows add flexible comfort for reading, streaming, and conversation</li></ul>",104.5,/v/vspfiles/photos/coaster living room/503722-1.jpg,N
506552,Finley Upholstered Padded Arm Tufted Loveseat Black,"<p>Loveseat delivers plush contemporary comfort with smooth leatherette upholstery, tufted back cushions, and generously padded headrests and arms. Its compact scale makes it well suited to apartments, dens, and paired seating layouts while still offering substantial support for everyday use. Pocket coil seating and supportive foam cushioning contribute to resilient comfort, and attached cushions help preserve a tidy tailored appearance. Choose this loveseat for smaller seating areas that need comfort, clean styling, and an easy-to-coordinate black finish.</p><p><b>Dimensions:</b> 56.75""w x 35""d x 40.25""h</p><ul><li>Attached cushions keep the profile neat and easy to care for daily</li><li>Pocket coil seating helps maintain comfort and resilience over time</li><li>Tufted back cushions add subtle detail to the clean tailored silhouette</li><li>Compact footprint works well in apartments dens and smaller seating areas</li><li>Loveseat in black leatherette offers compact comfort with modern style</li><li>Padded headrests and arms provide soft support for everyday relaxation</li></ul>",87.08,/v/vspfiles/photos/coaster living room/506552-1.jpg,N
506592,Arabella Upholstered Padded Arm Loveseat Grey,"<p>Bring modern sophistication to your living space with this contemporary loveseat, designed for comfort and everyday durability. Upholstered in smooth grey leatherette with subtle stitched detailing, it offers a polished yet inviting look. Padded cushions and pillow-top arms create a relaxing seating experience, while a high pillow back provides excellent support. Supported by dark brown block-style legs and a sturdy wooden frame, this loveseat is both stylish and reliable, making it a versatile addition to small spaces or larger living rooms.</p><p><b>Dimensions:</b> 58.75""w x 35""d x 37.5""h</p><ul><li>Dark brown block-style legs add a grounded finish and enhance the loveseat’s sleek silhouette</li><li>Durable wooden frame construction ensures reliable stability and everyday lasting performance</li><li>Compact size makes this loveseat a versatile choice for small apartments or spacious homes</li><li>Loveseat upholstered in smooth grey leatherette with subtle stitched accents for modern style</li><li>Plush padded seating and pillow-top arms offer long-lasting comfort and everyday relaxation</li><li>High pillow back design provides supportive seating, ideal for lounging or casual entertaining</li></ul>",87.08,/v/vspfiles/photos/coaster living room/506592-1.jpg,N
504972,Isabella Fabric Upholstered Loveseat Sand,"<p>Stationary loveseat brings a rounded contemporary silhouette to compact seating areas with smooth curves, sloped arms, and a softly sculpted profile. The tight back and broad seat keep the look clean and composed while supporting everyday lounging. Black legs add contrast beneath the low frame, and durable wood construction with foam and premium fill cushioning creates a comfortable seat for apartments, family rooms, and relaxed conversation spaces.</p><p><b>Dimensions:</b> 68""w x 42""d x 32.5""h</p><ul><li>Sand loveseat features a rounded silhouette with sloped arms and a clean profile</li><li>Tight back and broad seat keep the look tailored and visually composed</li><li>Smooth fabric upholstery softens the sculpted frame with an inviting finish</li><li>Foam and premium fill cushioning supports everyday lounging, reading, and casual conversation</li><li>Black legs add crisp contrast and subtle lift beneath the curved silhouette</li><li>Durable wood construction reinforces reliable comfort for daily living room use</li></ul>",108.68,/v/vspfiles/photos/coaster living room/504972-1.jpg,N
509872,Isabella Faux Sheepskin Upholstered Loveseat Natural,"<p>Stationary loveseat brings a rounded contemporary silhouette to compact seating areas with smooth curves, sloped arms, and a softly sculpted profile. The tight back and broad seat keep the look clean and composed while supporting everyday lounging. Black legs add contrast beneath the low frame, and durable wood construction with foam cushioning creates a comfortable seat for apartments, family rooms, and relaxed conversation spaces.</p><p><b>Dimensions:</b> 68""w x 42""d x 32.5""h</p><ul><li>Black legs add crisp contrast and subtle lift beneath the curved silhouette</li><li>Durable wood construction reinforces reliable comfort for daily living room use</li><li>Faux sheepskin upholstery adds soft texture to the sculpted contemporary frame</li><li>Foam cushioning supports everyday lounging, reading, and casual conversation</li><li>Ivory faux sheepskin loveseat features a rounded silhouette with sloped arms</li><li>Tight back and broad seat keep the look tailored and visually composed</li></ul>",108.68,/v/vspfiles/photos/coaster living room/509872-1.jpg,N
506865,Sophia Upholstered Channel Tufted Loveseat Grey,"<p>Infuse your living space with vintage glamour and modern sophistication through this sculptural loveseat. Wrapped in smooth grey velvet, it showcases a striking kidney-shaped silhouette that brings graceful movement and charm. Vertical channel tufting along the interior back creates dimension and texture, enhancing its refined profile. Supported by tapered stainless steel legs in a lustrous gold finish, this piece embodies mid-century elegance while offering plush comfort for contemporary and transitional interiors.</p><p><b>Dimensions:</b> 73.5""w x 35.5""d x 33""h</p><ul><li>Curved kidney-shaped loveseat brings sculptural mid-century elegance</li><li>Upholstered in smooth grey velvet for a soft, refined texture and feel</li><li>Vertical channel tufting enhances depth and stylish visual dimension</li><li>Tapered gold stainless steel legs add a chic touch of modern glamour</li><li>Constructed with a fully encased solid wood frame for lasting support</li><li>Ideal for compact spaces or as a sophisticated living room centerpiece</li></ul>",77,/v/vspfiles/photos/coaster living room/506865-1.jpg,N
509172,Rainn Boucle Upholstered Sloped Arm Loveseat Latte,"<p>Gracefully contoured and inviting, this boucle loveseat brings soft sophistication to any space. The curved silhouette and sloped armrests offer a modern nod to mid-century design, while the latte boucle fabric provides tactile warmth and texture. Plush seat cushions ensure lasting comfort, complemented by accent pillows filled with premium faux down for a touch of luxury. Supported by discreet black legs, this loveseat balances elegance and coziness, creating a perfect retreat for contemporary living rooms.</p><p><b>Dimensions:</b> 65.5""w x 40""d x 33""h</p><ul><li>Curved loveseat wrapped in soft latte boucle upholstery for texture</li><li>Sloped armrests and rounded edges highlight graceful contours</li><li>Two plush seat cushions deliver superior comfort and support</li><li>Tight back design maintains a smooth, tailored modern appearance</li><li>Accent pillows with faux down fill enhance softness and appeal</li><li>Perfect for compact living areas seeking warmth and sophistication</li></ul>",98.78,/v/vspfiles/photos/coaster living room/509172-1.jpg,N
602552,Gilson Chenille Upholstered Reclining Loveseat Grey,"<p>Experience superior comfort and functionality with this manual reclining loveseat. Upholstered in soft grey chenille, it combines cozy texture with supportive cushioning. The center console includes a soft-close compartment and removable stainless steel cup holders, keeping essentials within reach. Pillow top armrests and padded backs offer enhanced comfort for lounging. Perfect for movie nights or everyday relaxation, this loveseat balances luxury and practicality with effortless charm.</p><p><b>Dimensions:</b> 79.75""w x 40.5""d x 41.75""h</p><ul><li>Manual reclining loveseat combines comfort and functionality</li><li>Soft grey chenille upholstery adds plush inviting appeal</li><li>Center console with removable stainless steel cup holders</li><li>Soft-close storage compartment for added convenience</li><li>Pillow top arms and padded backs ensure superior comfort</li><li>Smooth manual recline mechanism adjusts with ease</li></ul>",178.57,/v/vspfiles/photos/coaster living room/602552-1.jpg,N
610242,Camila Upholstered Motion Reclining Loveseat Red,"<p>Motion reclining loveseat brings plush comfort and tailored support to compact living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette that still feels easy for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, giving the piece smooth manual motion and dependable support. Its scaled profile suits movie nights, reading, and daily relaxation.</p><p><b>Dimensions:</b> 61.75""w x 38.25""d x 38""h</p><ul><li>Manual reclining seats adjust easily for reading, lounging, and movie night comfort</li><li>Padded pillow arms add comfort while softening the transitional loveseat silhouette</li><li>Plywood frame and metal mechanism support dependable everyday reclining use</li><li>Red reclining loveseat features smooth leatherette upholstery and plush seating</li><li>Red upholstery adds bold warmth and character to compact seating areas at home</li><li>Structured backs and channeled cushions keep the profile tailored and supportive</li></ul>",154.44,/v/vspfiles/photos/coaster living room/610242-1.jpg,N
610245,Camila Upholstered Motion Reclining Loveseat Black,"<p>Motion reclining loveseat brings plush comfort and tailored support to compact living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette that still feels easy for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, giving the piece smooth manual motion and dependable support. Its scaled profile suits movie nights, reading, and daily relaxation.</p><p><b>Dimensions:</b> 61.75""w x 38.25""d x 38""h</p><ul><li>Black reclining loveseat features smooth leatherette upholstery and plush seating</li><li>Black upholstery keeps the look sleek, versatile, and easy to coordinate at home</li><li>Manual reclining seats adjust easily for reading, lounging, and movie night comfort</li><li>Padded pillow arms add comfort while softening the transitional loveseat silhouette</li><li>Plywood frame and metal mechanism support dependable everyday reclining use</li><li>Structured backs and channeled cushions keep the profile tailored and supportive</li></ul>",154.44,/v/vspfiles/photos/coaster living room/610245-1.jpg,N
610248,Camila Upholstered Motion Reclining Loveseat White,"<p>Motion reclining loveseat brings plush seating and tailored structure to living rooms, family rooms, and media spaces. Structured backs, padded pillow arms, and channeled seat styling create a composed silhouette while maintaining relaxed comfort for everyday lounging. Leatherette upholstery covers foam cushioning over a plywood frame with a metal reclining mechanism, providing smooth manual motion and dependable support. The clean white upholstery adds a bright contemporary presence suited for movie nights, reading, and daily downtime.</p><p><b>Dimensions:</b> 61.75""w x 37.25""d x 39""h</p><ul><li>White upholstery brightens compact seating areas with a clean modern look</li><li>White reclining loveseat features smooth leatherette upholstery and plush supportive seating</li><li>Manual reclining seats adjust easily for reading lounging and movie night comfort</li><li>Structured backs and channeled cushions maintain a tailored seating profile</li><li>Padded pillow arms provide comfort while softening the transitional loveseat silhouette</li><li>Plywood frame and metal mechanism support dependable everyday reclining use</li></ul>",154.32,/v/vspfiles/photos/coaster living room/610248-1.jpg,N
609542,Bahrain Upholstered Motion Loveseat Charcoal,"<p>Create the perfect retreat from the world, prioritizing comfort with this transitional reclining loveseat. Charcoal upholstery is smooth and soft, creating a stylish addition to your living room or den. Between the recliners is a center storage console with a compartment for accessories and essentials and a pair of cupholders to keep beverages within reach. Supportive seating is paired with plush cushions, offering exceptional comfort and relaxation for movie marathons and catching up with the family. Pillowtop armrests are a lush finishing touch, adding inviting comfort when curling up or kicking back.</p><p><b>Dimensions:</b> 86""w x 38.25""d x 39.75""h</p><ul><li>Reclining loveseat in charcoal fabric creates a comfortable retreat for two</li><li>Plush cushions and supportive seating deliver inviting everyday comfort</li><li>Charcoal upholstery blends smoothly into living rooms dens and media spaces</li><li>Dual recliners encourage easy lounging for movies reading or family time</li><li>Pillowtop arms offer a soft finishing touch for curling up and relaxing</li><li>Center console adds storage and cupholders for essentials within easy reach</li></ul>",177.54,/v/vspfiles/photos/coaster living room/609542-1.jpg,N
610262P,Greenfield Upholstered Power Reclining Loveseat Dove Grey,"<p>Contemporary elegance plays out in a clean, modern design as the power loveseat delivers beauty and comfort to a space reserved for easy entertaining and relaxing. Leatherette upholstery covers a wood and plywood frame to provide a sturdy build, embellished with plump foam filled in tall, attached back cushions and supportive seat cushions. Subtle tufting cradles body positioning, aided in luxurious comfort by power reclining at the touch of a button on a switch panel with a convenient USB port. The loveseat includes a center console with storage and cup holders for added convenience.</p><p><b>Dimensions:</b> 71.75""w x 37""d x 39.75""h</p><ul><li>Power reclining loveseat features smooth leatherette upholstery in a neutral tone</li><li>Power reclining function offers customized comfort at the touch of a button</li><li>Center console with storage and cup holders adds functional everyday convenience</li><li>Plump foam cushions with subtle tufting support comfortable body positioning</li><li>Built-in switch panel includes a convenient USB port for device charging</li><li>Attached seat and back cushions create a tailored clean modern silhouette</li></ul>",189.59,/v/vspfiles/photos/coaster living room/610262P-1.jpg,N
610265P,Greenfield Upholstered Power Reclining Loveseat Saddle Brown,"<p>Contemporary elegance plays out in a clean, modern design as the power loveseat delivers beauty and comfort to a space reserved for easy entertaining and relaxing. Leatherette upholstery covers a wood and plywood frame to provide a sturdy build, embellished with plump foam filled in tall, attached back cushions and supportive seat cushions. Subtle tufting cradles body positioning, aided in luxurious comfort by power reclining at the touch of a button on a switch panel with a convenient USB port. The loveseat includes a center console with storage and cup holders for added convenience.</p><p><b>Dimensions:</b> 71.75""w x 37""d x 39.75""h</p><ul><li>Power reclining loveseat features smooth leatherette upholstery in a rich tone</li><li>Power reclining function offers customized comfort at the touch of a button</li><li>Center console with storage and cup holders adds functional everyday convenience</li><li>Plump foam cushions with subtle tufting support comfortable body positioning</li><li>Built-in switch panel includes a convenient USB port for device charging</li><li>Attached seat and back cushions create a tailored clean modern silhouette</li></ul>",189.59,/v/vspfiles/photos/coaster living room/610265P-1.jpg,N
508282,Ellington Upholstered Padded Arm Loveseat Dark Brown,"<p>Spotlight comfort in a transitional loveseat. In dark brown faux leather upholstery, it features a slightly mottled look that adds authenticity. Cushions are filled with foam and seats include pocket coil springs, ensuring exceptional support for game days and relaxing at home. Pillowtop arms invite lounging, providing a great place to curl up with a book or a quick cat nap. Webbed decking support and sinuous spring seat decking complete the design with incredible comfort.</p><p><b>Dimensions:</b> 63""w x 39""d x 40.5""h</p><ul><li>Dark brown coated microfiber adds a rich, authentic leather-inspired look</li><li>Transitional loveseat designed for plush and cozy two-person seating</li><li>Pillowtop arms provide an ultra-comfortable feel for lounging or naps</li><li>Foam-filled cushions and pocket coil springs deliver premium support</li><li>Webbed seat decking and sinuous springs enhance durability and comfort</li><li>Compact size is perfect for smaller spaces or as part of a coordinated set</li></ul>",110.23,/v/vspfiles/photos/coaster living room/508282-1.jpg,N
610272,Sloane Upholstered Padded Arm Reclining Loveseat Blue,"<p>Imagine a cozy spot made for shared evenings, where this reclining loveseat brings together soft support and polished comfort. Blue leatherette upholstery wraps the silhouette in a smooth, tailored finish, while padded arms and attached cushions create an inviting place to settle in. The center storage console keeps essentials close, with removable stainless steel cup holders and dual USB charging adding practical ease.</p><p><b>Dimensions:</b> 78.75""w x 39.25""d x 40.25""h</p><ul><li>Reclining loveseat in blue features padded arms and a cozy profile</li><li>Removable stainless steel cup holders support everyday relaxation</li><li>Blue leatherette upholstery adds a smooth and tailored modern finish</li><li>Center console provides convenient storage between the two seats</li><li>Dual USB ports add easy charging access within the storage console</li><li>Attached cushions with pocket coil seating support lasting comfort</li></ul>",179.68,/v/vspfiles/photos/coaster living room/610272-1.jpg,N
603192,Raelynn Upholstered Track Arm Motion Loveseat Grey,"<p>Blending modern and transitional design, this motion loveseat delivers both style and comfort. Upholstered in smooth grey leatherette, it features decorative vertical topstitching for visual dimension. Plush foam padding and pocket coil spring cushions provide supportive comfort, while ultra-padded headrests enhance relaxation. A wall-hugger reclining mechanism saves space, and a flip-top center console offers storage for remotes and essentials. Two built-in cup holders keep beverages within reach, making this loveseat perfect for everyday lounging.</p><p><b>Dimensions:</b> 70.75""w x 40.5""d x 41.25""h</p><ul><li>Motion loveseat upholstered in smooth grey leatherette with vertical topstitching</li><li>Manual reclining seats offer customizable comfort for daily lounging needs</li><li>Wall-hugger mechanism allows reclining without taking up extra room space</li><li>Plush foam padding and pocket coil seating provide durable supportive comfort</li><li>Center console flips open to store remotes, magazines, and small accessories</li><li>Two built-in cup holders keep drinks within reach for movie nights or relaxing</li></ul>",175.64,/v/vspfiles/photos/coaster living room/603192-1.jpg,N
552062,Christine Upholstered Sloped Arm Loveseat Beige,"<p>Elevate your living space with this upholstered loveseat, wrapped in soft beige chenille for a cozy yet refined look. Designed with sloped track arms and tapered dark brown wooden legs, it offers a balanced blend of comfort and sophistication. Boxed seat and back cushions with classic welt trim highlight its tailored design, while coordinating accent pillows in copper and coral hues add a subtle touch of contrast. Ideal for modern or transitional interiors, this loveseat provides timeless style and inviting comfort.</p><p><b>Dimensions:</b> 63.25""w x 36.25""d x 36.25""h</p><ul><li>Upholstered loveseat with smooth transitional styling and comfort</li><li>Soft beige chenille upholstery brightens and softens any space</li><li>Sloped track arms deliver a graceful and refined silhouette</li><li>Boxed seat and back cushions include classic welt detailing</li><li>Copper and coral accent pillows introduce warm tonal contrast</li><li>Tapered solid wood legs provide durability and subtle height</li></ul>",90.64,/v/vspfiles/photos/coaster living room/552062-1.jpg,N
651352,Greer Upholstered Motion Reclining Loveseat Taupe,"<p>This glider loveseat pairs cozy support with clever convenience. Manual reclining seats invite you to unwind as a smooth gliding mechanism soothes between scenes. A center console adds lift-top storage, a pop-up power hub with USB charging, and stainless steel cup holders to keep essentials close. Supportive pocket-coil cushions and memory foam cradle every position. Trim leatherette with contrast stitching covers a durable frame of foam, engineered wood, and heavy gauge metal.</p><p><b>Dimensions:</b> 77""w x 38""d x 40""h</p><ul><li>Smooth gliding motion adds soothing movement between shows or chats</li><li>Glider loveseat in taupe faux leather with contrast stitching and padded arms</li><li>Manual reclining seats deliver easy comfort for shared relaxation time</li><li>Lift-top console provides storage, pop-up power with two AC and two USB</li><li>Two stainless steel cup holders keep refreshments close at hand</li><li>Pocket-coil cushions with memory foam ensure supportive, lasting comfort</li></ul>",192.9,/v/vspfiles/photos/coaster living room/651352-1.jpg,N
651355,Greer Upholstered Motion Reclining Loveseat Brown,"<p>This glider loveseat pairs cozy support with clever convenience. Manual reclining seats invite you to unwind as a smooth gliding mechanism soothes between scenes. A center console adds lift-top storage, a pop-up power hub with USB charging, and stainless steel cup holders to keep essentials close. Supportive pocket-coil cushions and memory foam cradle every position. Trim leatherette with contrast stitching covers a durable frame of foam, engineered wood, and heavy gauge metal.</p><p><b>Dimensions:</b> 77""w x 38""d x 40""h</p><ul><li>Glider loveseat in brown faux leather with tailored contrast stitch detail</li><li>Gentle gliding mechanism provides calming motion while you relax</li><li>Manual reclining seats offer effortless comfort for everyday lounging</li><li>Lift-top console adds storage, pop-up power with two AC and two USB</li><li>Two stainless steel cup holders offer convenient beverage placement</li><li>Pocket-coil cushions with memory foam deliver supportive, plush seating</li></ul>",192.9,/v/vspfiles/photos/coaster living room/651355-1.jpg,N
610282,Brentwood Upholstered Motion Reclining Loveseat Taupe,"<p>Revamp your living room or den with the inviting comfort of a modern reclining loveseat. Complete with a center console that adds storage and a pair of cupholders, this loveseat is sure to become your favorite on movie nights and game days. It features sleek track arms with modern tufted accents that create impeccable support. Suede-like upholstery has a soft, matte effect in taupe, perfect for augmenting with neutral appeal. Add a pair of throw pillows to bring a personal touch to this look.</p><p><b>Dimensions:</b> 71.25""w x 36.5""d x 39.25""h</p><ul><li>Taupe reclining loveseat features a clean modern profile with track arms</li><li>Suede-like upholstery offers a soft matte texture in a versatile taupe tone</li><li>Sinuous spring seating and webbed backs support lasting everyday comfort</li><li>Manual recline on both seats supports movie nights and everyday relaxation</li><li>Tufted accents add tailored detail and supportive comfort to the cushions</li><li>Center console adds storage and removable cupholders for added convenience</li></ul>",170.85,/v/vspfiles/photos/coaster living room/610282-1.jpg,N
610285,Brentwood Upholstered Reclining Loveseat Dark Charcoal,"<p>Revamp your living room or den with the inviting comfort of a modern reclining loveseat. Complete with a center console that adds storage and a pair of cupholders, this loveseat is sure to become your favorite on movie nights and game days. It features sleek track arms with modern tufted accents that create impeccable support. Suede-like upholstery has a soft, matte effect in dark charcoal, perfect for augmenting with neutral appeal. Add a pair of throw pillows to bring a personal touch to this look.</p><p><b>Dimensions:</b> 71.25""w x 36.5""d x 39.25""h</p><ul><li>Dark charcoal reclining loveseat features a clean modern profile with track arms</li><li>Suede-like upholstery offers a soft matte texture in a rich charcoal tone</li><li>Sinuous spring seating and webbed backs support lasting everyday comfort</li><li>Manual recline on both seats supports movie nights and everyday relaxation</li><li>Tufted accents add tailored detail and supportive comfort to the cushions</li><li>Center console adds storage and removable cupholders for added convenience</li></ul>",170.85,/v/vspfiles/photos/coaster living room/610285-1.jpg,N
903075,Leon Upholstered Barrel Accent Swivel Chair Hunter Green,"<p>Swivel accent chair updates the classic club silhouette with cozy modern character and effortless versatility. Its rounded barrel back creates a supportive seat that feels inviting from every angle, while soft upholstery in a rich hunter green tone adds depth and personality to the room. The chair rotates smoothly on a black swivel base, encouraging conversation and easy movement in multifunctional spaces. Plush cushioning enhances comfort, making it a stylish choice for living rooms, dens, and relaxed corners that need warmth and flexibility.</p><p><b>Dimensions:</b> 30.75""w x 31""d x 30.5""h</p><ul><li>Swivel accent chair updates the club silhouette with cozy modern style</li><li>Black swivel base allows easy movement and conversational flexibility</li><li>Rounded barrel back offers supportive comfort with inviting softness</li><li>Hunter green upholstery adds rich color and depth to living spaces</li><li>Plush cushioning creates a comfortable seat for lounging every day</li><li>A smart fit for dens living rooms and multifunctional seating areas</li></ul>",50.72,/v/vspfiles/photos/coaster living room/903075-1.jpg,N
903076,Leon Upholstered Barrel Accent Swivel Chair Mustard Yellow,"<p>Swivel accent chair updates the classic club silhouette with cozy modern character and effortless versatility. Its rounded barrel back creates a supportive seat that feels inviting from every angle, while soft upholstery in a warm mustard yellow tone adds depth and personality to the room. The chair rotates smoothly on a black swivel base, encouraging conversation and easy movement in multifunctional spaces. Plush cushioning enhances comfort, making it a stylish choice for living rooms, dens, and relaxed corners that need warmth and flexibility.</p><p><b>Dimensions:</b> 30.75""w x 31""d x 30.5""h</p><ul><li>Swivel accent chair updates the club silhouette with cozy modern style</li><li>Black swivel base allows easy movement and conversational flexibility</li><li>Rounded barrel back offers supportive comfort with inviting softness</li><li>Mustard yellow upholstery adds warmth and vibrant character to a room</li><li>Plush cushioning creates a comfortable seat for lounging every day</li><li>A smart fit for dens living rooms and multifunctional seating areas</li></ul>",50.72,/v/vspfiles/photos/coaster living room/903076-1.jpg,N
903411,Leon Chenille Upholstered Swivel Accent Chair Beige,"<p>A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.</p><p><b>Dimensions:</b> 30.75""w x 31""d x 30.5""h</p><ul><li>Beige chenille upholstery wraps the seat and curved back with soft visible texture</li><li>Black metal swivel base lets the chair rotate smoothly within a compact footprint</li><li>Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort</li><li>Foam cushioning supports a generous seat while keeping the profile clean and tailored</li><li>Fully upholstered sides give the chair a polished look from multiple room angles</li><li>Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette</li></ul>",47.41,/v/vspfiles/photos/coaster living room/903411-1.jpg,N
903412,Leon Chenille Upholstered Swivel Accent Chair Green,"<p>A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.</p><p><b>Dimensions:</b> 30.75""w x 31""d x 30.5""h</p><ul><li>Black metal swivel base lets the chair rotate smoothly within a compact footprint</li><li>Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort</li><li>Foam cushioning supports a generous seat while keeping the profile clean and tailored</li><li>Fully upholstered sides give the chair a polished look from multiple room angles</li><li>Green chenille upholstery wraps the seat and curved back with soft visible texture</li><li>Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette</li></ul>",47.41,/v/vspfiles/photos/coaster living room/903412-1.jpg,N
903413,Leon Chenille Upholstered Swivel Accent Chair Black,"<p>A rounded barrel profile gives this swivel accent chair a sculptural, lounge-ready presence. Chenille upholstery wraps the seat and curved back with soft texture, while foam cushioning shapes a generous place to settle in. Engineered wood and metal construction support the fully upholstered form, and the exposed black metal swivel base adds a practical rotating function. Place it in a living room, bedroom corner, or reading area where compact comfort needs a polished silhouette.</p><p><b>Dimensions:</b> 30.75""w x 31""d x 30.5""h</p><ul><li>Black chenille upholstery wraps the seat and curved back with soft visible texture</li><li>Black metal swivel base lets the chair rotate smoothly within a compact footprint</li><li>Curved wraparound back creates a sheltered profile for relaxed everyday seating comfort</li><li>Foam cushioning supports a generous seat while keeping the profile clean and tailored</li><li>Fully upholstered sides give the chair a polished look from multiple room angles</li><li>Swivel accent chair pairs compact lounge comfort with a rounded barrel silhouette</li></ul>",47.41,/v/vspfiles/photos/coaster living room/903413-1.jpg,N
511233,Amador Chenille Upholstered Track Arm Accent Chair Camel,"<p>This chenille accent chair carries the seating profile into a single lounge piece with broad track arms, a loose back cushion, and a deep seat. Chenille upholstery adds soft texture over the boxy frame, while reversible seat and back cushions support practical everyday use. Foam and pocket coil seating pairs with S-spring construction, and one lumbar pillow adds a relaxed finishing layer.</p><p><b>Dimensions:</b> 42""w x 38""d x 35""h</p><ul><li>Camel upholstery gives the chair a warm neutral tone for living room seating</li><li>Chenille accent chair brings broad track arms and a relaxed boxy lounge profile</li><li>Dark brown rubberwood legs finish the low chair profile with subtle grounding</li><li>Foam and pocket coil seat cushion pairs with S-spring support for everyday comfort</li><li>One lumbar pillow adds casual support across the deep upholstered seat</li><li>Reversible seat and back cushions help refresh the chair through regular use</li></ul>",75.46,/v/vspfiles/photos/coaster living room/511233-1.jpg,N
511236,Amador Chenille Upholstered Track Arm Accent Chair Chocolate,"<p>This chenille accent chair carries the seating profile into a single lounge piece with broad track arms, a loose back cushion, and a deep seat. Chenille upholstery adds soft texture over the boxy frame, while reversible seat and back cushions support practical everyday use. Foam and pocket coil seating pairs with S-spring construction, and one lumbar pillow adds a relaxed finishing layer.</p><p><b>Dimensions:</b> 42""w x 38""d x 35""h</p><ul><li>Chenille accent chair brings broad track arms and a relaxed boxy lounge profile</li><li>Chocolate upholstery gives the chair a rich brown tone for living room seating</li><li>Dark brown rubberwood legs finish the low chair profile with subtle grounding</li><li>Foam and pocket coil seat cushion pairs with S-spring support for everyday comfort</li><li>One lumbar pillow adds casual support across the deep upholstered seat</li><li>Reversible seat and back cushions help refresh the chair through regular use</li></ul>",75.46,/v/vspfiles/photos/coaster living room/511236-1.jpg,N
