"ProductCode","ProductDescription"
"SS-GAT70696T-2","Stone Dual Power Reclining Sofa by Steve Silver. Dimensions: 113 inW x 39 inD x 40 inH Features: Dual-Power Recline: Independent headrest and footrest controls for personalized comfort; Leather match has caramel top-grain leather on front with matching vinyl on sides and outer back; Kiln-dried hardwood frame with reinforced support; high-density foam; and 350 lb. capacity per seat.; USB-A/USB-C charging on outer arms and inside storage console; Wall-saver zero-gravity recline needs only 3 in of wall clearane; Lift-top storage on Loveseat has stainless steel cupholders; USB-A/USB-C chargers and power; Modular Seating Flexibility: Mix-and-match pieces to build anything from a sectional to a sofa or."
"SS-GATLIN-114SOFA","Relax in premium comfort with the Gatlin Leather Dual-Power Reclining Collection. Upholstered in rich butterscotch leather on all front-facing surfaces, with durable vegan leather on the sides and backs, it blends luxury and practicality. Plush pillow-top arms and generously wide seating invite you to unwind, while dual-power reclining lets you effortlessly adjust headrests and footrests. Built-in USB charging, supportive bustle backs, 2.0 density foam, sinuous springs, and a sturdy engineered wood frame ensure lasting comfort and reliability."
"SS-GATLIN-95SOFA","Relax in premium comfort with the Gatlin Leather Dual-Power Reclining Collection. Upholstered in rich butterscotch leather on all front-facing surfaces, with durable vegan leather on the sides and backs, it blends luxury and practicality. Plush pillow-top arms and generously wide seating invite you to unwind, while dual-power reclining lets you effortlessly adjust headrests and footrests. Built-in USB charging, supportive bustle backs, 2.0 density foam, sinuous springs, and a sturdy engineered wood frame ensure lasting comfort and reliability."
"SS-GATLIN-BROWN-114SOFA","Relax in premium comfort with the Gatlin Brown Fabric Dual-Power Reclining Collection. Upholstered in soft, durable fabric, it features plush pillow-top arms and generously wide seating designed for everyday lounging. Dual-power reclining allows easy headrest and footrest adjustment, while built-in USB charging adds modern convenience. A supportive bustle back, 2.0 density foam, sinuous spring seating, and a sturdy engineered wood frame ensure lasting comfort, support, and reliability."
"SS-GATLIN-BROWN-95SOFA","Relax in premium comfort with the Gatlin Brown Fabric Dual-Power Reclining Collection. Upholstered in soft, durable fabric, it features plush pillow-top arms and generously wide seating designed for everyday lounging. Dual-power reclining allows easy headrest and footrest adjustment, while built-in USB charging adds modern convenience. A supportive bustle back, 2.0 density foam, sinuous spring seating, and a sturdy engineered wood frame ensure lasting comfort, support, and reliability."
"SS-GATLIN-BROWN-RECL","Relax in premium comfort with the Gatlin Dual-Power Leather Recliner. Featuring soft, durable brown fabric, plush pillow top arms, and an ultra-wide seat, this recliner is designed for everyday relaxation. Dual-power reclining and built-in USB charging add modern convenience, while a supportive bustle back, 2.0 density foam, No-Sag suspension, and durable engineered wood frame ensure lasting comfort and style."
"SS-GATLIN-PWR-SECT","Relax in premium comfort with the Gatlin Leather Dual-Power Reclining Collection. Upholstered in rich butterscotch leather on all front-facing surfaces, with durable vegan leather on the sides and backs, it blends luxury and practicality. Plush pillow-top arms and generously wide seating invite you to unwind, while dual-power reclining lets you effortlessly adjust headrests and footrests. Built-in USB charging, supportive bustle backs, 2.0 density foam, sinuous springs, and a sturdy engineered wood frame ensure lasting comfort and reliability."
"SS-GATLIN-RECL","Relax in premium comfort with the Gatlin Dual-Power Leather Recliner. Featuring butterscotch dyed top-grain leather on the seats and backs, plush pillow top arms, and an ultra-wide seat, this recliner is designed for everyday relaxation. Dual-power reclining and built-in USB charging add modern convenience, while a supportive bustle back, 2.0 density foam, No-Sag suspension, and durable engineered wood frame ensure lasting comfort and style."
"SS-GG850AC","George Two Tone Accent Chair Linen Faux Rawhide Look by Steve Silver. Dimensions: 26 inW x 32 inD x 38.5 inH"
"SS-GRA100NC","Gracie Round Cocktail Table by Steve Silver. Dimensions: 48 inW x 48 inD x 19 inH Features: Crafted of oak veneers; engineered woods with iron legs; Large 48 in Round Cocktail Table with sunburst oak veneer layup in a light; industrial look; Round shape softens a room; Adjustable levelers add stability on uneven floors; 300 lb. weight capacity for Cocktail and End Table ensures durability and reliable support for the end; The wood is hand-stained in a natural multi-step espresso finish with monochromatic copper finished."
"SS-GRA100NE","Gracie Round End Table 23 X by Steve Silver. Features: Crafted of oak veneers; engineered woods with iron legs; Large 48 in Round Cocktail Table with sunburst oak veneer layup in a light; industrial look; Round shape softens a room; Adjustable levelers add stability on uneven floors; 300 lb. weight capacity for Cocktail and End Table ensures durability and reliable support for the end; The wood is hand-stained in a natural multi-step espresso finish with monochromatic copper finished."
"SS-GRA100WC","Gracie Round Cocktail Table by Steve Silver. Dimensions: 48 inW x 48 inD x 19 inH Features: Crafted of oak veneers; engineered woods with iron legs; Large 48 in Round Cocktail Table with sunburst oak veneer layup in a light; industrial look; Round shape softens a room; Adjustable levelers add stability on uneven floors; 300 lb. weight capacity for Cocktail and End Table ensures durability and reliable support for the end; The wood is hand-stained in a natural multi-step washed white finish with contrasting satin gold finished."
"SS-GRA100WE","Gracie Round End Table 23 X by Steve Silver. Features: Crafted of oak veneers; engineered woods with iron legs; Large 48 in Round Cocktail Table with sunburst oak veneer layup in a light; industrial look; Round shape softens a room; Adjustable levelers add stability on uneven floors; 300 lb. weight capacity for Cocktail and End Table ensures durability and reliable support for the end; The wood is hand-stained in a natural multi-step washed white finish with contrasting satin gold finished."
"SS-HEL850KAC","Helen Chair by Steve Silver. Dimensions: 27.5 inW x 31 inD x 31.5 inH"
"SS-HEL850NAC","Helen Chair by Steve Silver. Dimensions: 27.5 inW x 31 inD x 31.5 inH"
"SS-HF7272T","Magnolia Round Dining Table by Steve Silver. Dimensions: 72 inL x 72 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: 72 in round leg table constructed of hardwood solids and oak veneers in espresso; Styling details include inx in shaped stretchers; unique double top design with fancy; Bonded leather parsons chair in choice of red or brown has solid wood legs and; Optional 40 in round; 12mm clear tempered glass lazy susan."
"SS-HM100C","Joplin Lift Top Cocktail Table by Steve Silver. Dimensions: 50 inW x 27.5 inD x 18 inH Features: Classic cottage styling combined with the functionality of a Lift-Top Cocktail; Turned legs and planked tops with bottom shelf for storage or display; all in a; Cocktail Table and End Table in collection; Cathedral White finish."
"SS-HM100E","Joplin End Table by Steve Silver. Dimensions: 22 inW x 24 inD x 24 inH Features: Classic cottage styling combined with the functionality of a Lift-Top Cocktail; Turned legs and planked tops with bottom shelf for storage or display; all in a; Cocktail Table and End Table in collection; Cathedral White finish."
"SS-HM100S","Joplin Sofa Table by Steve Silver. Dimensions: 50 inW x 17 inD x 30 inH Features: Classic cottage styling combined with the functionality of a Lift-Top Cocktail; Turned legs and planked tops with bottom shelf for storage or display; all in a; Cocktail Table and End Table in collection; Cathedral White finish."
"SS-HP900CTDT","Vintage styling in a classically styled bedroom collection. Highland Park features a waxed driftwood finish complemented beautifully with a tufted fabric headboard. Storage pieces include chest, dresser, and nightstand to complete your bedroom."
"SS-HP900CTWT","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed Cathedral White finish that evokes the feeling of time-worn antiques with all the amenities todayâ€™s designs offer. Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900KFBD","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed waxed driftwood finish that evokes the feeling of time-worn antiques with all the amenities today designs offer (like USB chargers in the nightstand). Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900KFBW","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed Cathedral White finish that evokes the feeling of time-worn antiques with all the amenities today designs offer (like USB chargers in the nightstand). Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900MRD","Vintage styling in a classically styled bedroom collection. Highland Park features a waxed driftwood finish complemented beautifully with a tufted fabric headboard. Storage pieces include chest, dresser, and nightstand to complete your bedroom."
"SS-HP900MRW","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed Cathedral White finish that evokes the feeling of time-worn antiques with all the amenities todayâ€™s designs offer. Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900NSD","Vintage styling in a classically styled bedroom collection. Highland Park features a waxed driftwood finish complemented beautifully with a tufted fabric headboard. Storage pieces include chest, dresser, and nightstand to complete your bedroom."
"SS-HP900NSW","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed Cathedral White finish that evokes the feeling of time-worn antiques with all the amenities todayâ€™s designs offer. Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900QFBD","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed waxed driftwood finish that evokes the feeling of time-worn antiques with all the amenities today designs offer (like USB chargers in the nightstand). Refresh your bedroom with the nostalgia of Highland Park."
"SS-HP900QFBW","Get the finest in romantic, vintage styling with Highland Park by Steve Silver Company. This bedroom collection features a multi-step, distressed Cathedral White finish that evokes the feeling of time-worn antiques with all the amenities today designs offer (like USB chargers in the nightstand). Refresh your bedroom with the nostalgia of Highland Park."
"SS-HY500PT","Hyland Counter Table w/ Leaf by Steve Silver. Dimensions: 60-80 inL x 42 inW x 36 inH Includes the dining table and matching chairs shown in the catalog image. Features: Dining set constructed of hardwood solids and veneers; Styling details include modern farmhouse design; stretchers for strength and; Server offers additional space for storage and serving option with removable wine; Two-tone grey."
"SS-HY500PTB","Hyland Counter Table w/ Leaf by Steve Silver. Dimensions: 60-80 inL x 42 inD x 36 inH Includes the dining table and matching chairs shown in the catalog image. Features: Dining set constructed of hardwood solids and veneers; Styling details include modern farmhouse design; stretchers for strength and; Server offers additional space for storage and serving option with removable wine; Two-tone white and brown."
"SS-HY500SV","Hyland Server by Steve Silver. Dimensions: 52 inW x 18 inD x 42 inH Features: Dining set constructed of hardwood solids and veneers; Styling details include modern farmhouse design; stretchers for strength and; Server offers additional space for storage and serving option with removable wine; Two-tone grey."
"SS-HY500SVB","Hyland Server by Steve Silver. Dimensions: 52 inW x 18 inD x 42 inH Features: Dining set constructed of hardwood solids and veneers; Styling details include modern farmhouse design; stretchers for strength and; Server offers additional space for storage and serving option with removable wine; Two-tone white and brown."
"SS-IM3500T","Table Set Glass Set Includes 1 Cocktail And 2 End Table Tops by Steve Silver. Dimensions: Cocktail Table Glass Top 36 inW x 36 inD Features: Constructed of ash veneers; hardwood solids and 8mm tempered; beveled; Modern interpretation of cocktail and end table with triangular tops and bent."
"SS-JA150C","Joanna Coffee Table w/ Casters by Steve Silver. Dimensions: 48 inW x 29 inD x 19 inH Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame apron and drawers; The Coffee Table has four independent casters; enabling effortless mobility for convenient rearrangement; Coffee Table features bottom shelf for storage or display and casters for easy mobility for cleaning and for; End Table features a drawer for storage and bottom shelf for storage or display; Two-tone ivory and mocha finish."
"SS-JA150E","Joanna End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 23 inH Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame apron and drawers; The Coffee Table has four independent casters; enabling effortless mobility for convenient rearrangement; Coffee Table features bottom shelf for storage or display and casters for easy mobility for cleaning and for; End Table features a drawer for storage and bottom shelf for storage or display; Two-tone ivory and mocha finish."
"SS-JA300T","Kids Dining Table by Steve Silver. Dimensions: 42 inL x 30 inD x 23 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted from Asian; Acacia; and Mango hardwood solids; Acacia veneers; and engineered woods-just like; Styled just like the full-size Joanna Dining Set for a cohesive; charming look in any kid-friendly space; Built to Withstand Play - Kiln-dried wood construction; solid wood legs; and mortise-and-tenon joinery with; Comfort and Easy Care - Scooped wooden seats offer comfort for meals or crafts; while the two-tone ivory; Plastic floor glides protect floors from scuffs during energetic play; with a kid-sized table that seats up to six."
"SS-JA500C","Joanna Dropleaf Counter Kitchen Cart w/ Casters by Steve Silver. Dimensions: 50 inW x 28 inD x 36 inH Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame apron; Table converts from rectangle to 54 in square with a 16 in leaf and features a working drawer; Kitchen cart has hooks for hanging organization; bottom shelf for storage and push bar and; Two-tone ivory and mocha finish."
"SS-JA500SV","Joanna Server by Steve Silver. Dimensions: 60 inW x 19 inD x 36 inH Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame; Table extends to 80 in with 16 in leaf and features a working drawer; Schoolhouse chair has wood seat and modified wallsaver back leg; Server has sliding doors; wine rack and bottle storage; 50 in bench features lift-top for hidden storage; Two-tone ivory and mocha finish."
"SS-JA500T","Joanna Dining Table w/ Leaf by Steve Silver. Dimensions: 64-80 inL x 40 inW Includes the dining table and matching chairs shown in the catalog image. Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame; Table extends to 80 in with 16 in leaf and features a working drawer; Schoolhouse chair has wood seat and modified wallsaver back leg; Server has sliding doors; wine rack and bottle storage; 50 in bench features lift-top for hidden storage; Two-tone ivory and mocha finish."
"SS-JA5454PTN","Joanna Dropleaf Counter Table w/ Leaf by Steve Silver. Dimensions: 36-54 inL x 54 inD Includes the dining table and matching chairs shown in the catalog image. Features: Classic farmhouse styling constructed of acacia veneers and hardwood solids; Styling details include turned legs; half-cup pewter hardware and picture frame apron; Table converts from rectangle to 54 in square with a 16 in leaf and features a working drawer; Kitchen cart has hooks for hanging organization; bottom shelf for storage and push bar and; Two-tone ivory and mocha finish."
"SS-JE400C","Mixed Media Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 26 inD x 18 inH Features: Constructed of pine veneers; engineered hardwoods and iron base in an antiqued; Styling details include simulated plank top; riveted iron sides and industrial-styled."
"SS-JE400E","Mixed Media Occasional End Table by Steve Silver. Dimensions: 23 inW x 23 inD x 24 inH Features: Constructed of pine veneers; engineered hardwoods and iron base in an antiqued; Styling details include simulated plank top; riveted iron sides and industrial-styled."
"SS-JE400EC","Chairside End Table by Steve Silver. Dimensions: 24 inW x 13 inD x 24 inH Features: Constructed of pine veneers; engineered hardwoods and iron base in an antiqued; Styling details include simulated plank top; riveted iron sides and industrial-styled."
"SS-JE400S","Mixed Media Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of pine veneers; engineered hardwoods and iron base in an antiqued; Styling details include simulated plank top; riveted iron sides and industrial-styled."
"SS-JL200CN","Modern Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 18 inH Features: Collection features a decorative base and thick double edge tops constructed of; Espresso cherry finish."
"SS-JL200EN","Modern Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Collection features a decorative base and thick double edge tops constructed of; Espresso cherry finish."
"SS-JL200SN","Modern Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Collection features a decorative base and thick double edge tops constructed of; Espresso cherry finish."
"SS-JN200B","Casual Occasional Bar by Steve Silver. Dimensions: 60 inW x 18 inD x 36 inH Features: Constructed of solid pine legs and tops; Styling details include live edge on all pieces; A versatile group that works well in any modern or transitional decor; Cherry tops with ebony finished base."
"SS-JN200C","Casual Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 26 inD x 18 inH Features: Constructed of solid pine legs and tops; Styling details include live edge on all pieces; A versatile group that works well in any modern or transitional decor; Cherry tops with ebony finished base."
"SS-JN200E","Casual Occasional End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24.25 inH Features: Constructed of solid pine legs and tops; Styling details include live edge on all pieces; A versatile group that works well in any modern or transitional decor; Cherry tops with ebony finished base."
"SS-JN200ST","Casual Occasional Counter Stool by Steve Silver. Dimensions: 18 inW x 14 inD x 25.5 inH Features: Constructed of solid pine legs and tops; Styling details include live edge on all pieces; A versatile group that works well in any modern or transitional decor; Cherry tops with ebony finished base."
"SS-JOP100NC","Lenka Lift Top Coffee Table by Steve Silver. Dimensions: 48 inW x 28 inD x 19Â¾ inH Features: Crafted of walnut veneers; solid Asian hardwoods and engineered woods; Styling details include the signature Joplin concave ends and two-tone finish with stunning; Lift-top cocktail features a bottom shelf for stability; storage; display and sturdines; The Coffee Table has four independent casters; enabling effortless mobility for convenient; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the natural."
"SS-JOP100NE","Lenka End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Crafted of walnut veneers; solid Asian hardwoods and engineered woods; Styling details include the signature Joplin concave ends and two-tone finish with stunning; Lift-top cocktail features a bottom shelf for stability; storage; display and sturdines; The Coffee Table has four independent casters; enabling effortless mobility for convenient; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the natural."
"SS-JOP100NS","Lenka Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Crafted of walnut veneers; solid Asian hardwoods and engineered woods; Styling details include the signature Joplin concave ends and two-tone finish with stunning; Lift-top cocktail features a bottom shelf for stability; storage; display and sturdines; The Coffee Table has four independent casters; enabling effortless mobility for convenient; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the natural."
"SS-JOP500NPT","Magnolia Counter Dining Table w/ Leaf by Steve Silver. Dimensions: 42 in-54 inL x 54 in D x 36 in H Includes the dining table and matching chairs shown in the catalog image. Features: Crafted of walnut veneers; solid Asian hardwoods and engineered woods; The table expands from 42 to 54 inches with the included 12-inch leaf; which stores neatly on a shelf; Interesting concave ends and stunning walnut veneers add to the visual allure of the counter table.; 36 in counter height table is comfortable for working while standing and dining; Chairs are solidly constructed with sturdy solid wood legs; corner-blocked and screwed joints with a; The wood is hand-stained in a natural multi-step wlanut and ebony finish with burnished edges that."
"SS-JOP500NT","Joplin Counter Dining Table w/ Leaf by Steve Silver. Dimensions: 60-72 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted of walnut veneers; solid Asian hardwoods and engineered woods; The table expands from 50 to 62 inches with the included 12-inch leaf; which stores neatly on a shelf; Table and chairs are solidly constructed with sturdy solid wood legs and a frame that is reinforced with; The chairâ€™s ergonomic ladder back and scooped seat provide a supportive and comfortable seating; The wood is hand-stained in a natural multi-step wlanut and ebony finish with burnished edges."
"SS-KE800C","Keily Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color."
"SS-KE800CG","Keily Manual Swivel Glider Recliner Chair by Steve Silver. Dimensions: 42 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging; The loveseat has dual rocker/recliner ends and features console with hidden; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a Garrulous Grey color."
"SS-KE800CL","Keily Manual Glider Reclining Console Loveseat by Steve Silver. Dimensions: 78 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color."
"SS-KE800S","Keily Manual Reclining Sofa w/ Dropdown Console by Steve Silver. Dimensions: 89 inW x 37 inD x 41 inH Features: Manual recline; Sofa features drop-down console with slow-release pop-up USB charging station that; 2 electrical outlets and 2 USB ports for easy recharging; 2 Cupholders; Hard surface; Rocker/Recliner Chair swivels in a 360-degree radius; Marbled leatherette cover application in a cinnamon color."
"SS-KEILY-BROWN-75LOVE","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KEILY-BROWN-86SOFA","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KEILY-BROWN-RECL","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KEILY-GREY-75LOVE","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KEILY-GREY-86SOFA","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KEILY-GREY-RECL","Superior comfort and style are the hallmarks of this motion set. Featuring a leather-like cover with baseball stitching, this ensemble comes with a sofa with a drop-down console and USB charging station; a loveseat with dual rocker/recliner ends; and a rocker/recliner chair with 360-degree swivel. Antiqued brass nailhead trim and padded arms complete this ultimate motion package."
"SS-KY200WC","Lucca Cocktail Table by Steve Silver. Dimensions: 47.5 inW x 23.25â€™â€™D x 18â€™â€™H Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat."
"SS-KY200WE","Lucca End Table 23 25 W X 23 25 D X 22 H by Steve Silver. Features: Constructed of black frame with sintered stone inlay; Sled base adds a contemporary element to the collection while reinforcing the frame for a stronger;; 3A packaging ensures damage free parcel; Powder coated finish enhances durability; offers a flawless finish; and provides resistance against wear;; Sintered Stone inlay offers enhanced performance features including moisture; scratch and heat."
"SS-LEHI-MANUAL-SECT","Comfort, convenience and style blend beautifully in the six-piece Lehi modular Sectional. Covered in a warm brindle-colored breathable leatherette, the Lehi features luxurious shaped seats with contrasting stitching for a seat as good-looking as it is comfortable. The manual footrest opens easily with the pull-lever control and the lift-top console adds storage and USB charging ports for a central hub for all your electronics. The modular configuration allows you to custom-build your own set to exactly match your desired area."
"SS-LK100CLC","Oliver Lift Top Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the."
"SS-LK100E","Oliver End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the."
"SS-LK100S","Oliver Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Rustic styling constructed of hardwood solids and acacia veneers; Styling details include border plank edge with x in shaped side panels; Lift-top cocktail features a bottom shelf and casters; The Coffee Table has four independent casters; enabling effortless mobility for; The wood is hand-stained in a natural multi-step mocha oak finish to highlight the."
"SS-LK100SV","TV Stands Cabinet by Steve Silver. Dimensions: 33.5 inW x 16 inD x 37 inH"
"SS-LK100TV","TV Stand by Steve Silver. Dimensions: 64 inW x 17 inD x 20 inH Features: Constructed of veneers; Asian hardwood solids and engineered woods; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Two adjustable shelvers; two fixed shelves and wire escape allows configuration for any type of; 64-inch wide TV Stand acommodates up to 75-inch television depending upon the manufacturer; Solid wood legs offer enhanced durability; longevity; and can withstand daily wear for years; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step mocha finish to highlight the natural grain and knots of."
"SS-LM150E","TV Stands Accent Side Table Solid Acacia by Steve Silver. Dimensions: 12 inW X 12 inD X 18 inH"
"SS-LUNA-CHAR-PWR-LOVE","Relax in modern style with the Luna Charcoal, upholstered in smooth, charcoal-gray vegan leather featuring an elegant argyle-quilted pattern on the seats, backs, and sides for a refined, high-end look. Effortless power recline lets you adjust the back and footrest to your perfect position, while built-in speakers create all-encompassing sound. A sleek center console offers wireless charging, USB-A & C ports, ambient lighting, and convenient storageâ€”bringing sophisticated design and smart entertainment to your living space for the ultimate at-home theater experience."
"SS-LX850C","Ottawa Triple Power Reclining w/ Hidden Cupholders Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover."
"SS-LX850CO","Ottawa Triple Power Reclining w/ Hidden Cupholders Ocean Faux Fabric by Steve Silver. Dimensions: 38 inW x 42 inD x 42 inH Features: Power headrest; power footrest and power lumbar; Hidden lighted cupholders; Stitched side pocket holds magazines or tablets; USB charging port and All Close button on control panel; Baseball stitching; Walnut or Ocean Blue Faux-Suede Cover."
"SS-LZ100C","Mixed Media Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 18 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table."
"SS-LZ100E","Mixed Media Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table."
"SS-LZ100S","Mixed Media Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid acacia wood tops and metal base; Styling details include distressed top in chevron pattern with a natural honey finish; Rustic casual styling available in cocktail; end or sofa table."
"SS-MAR9990TL","Marlow Manual Reclining Console Loveseat by Steve Silver. Dimensions: 74.75 inW x 30.5 inD x 28.5 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support.."
"SS-MAR9990TS","Marlow Manual Reclining Sofa by Steve Silver. Dimensions: 83.25W inx 38 inD x 41.25 inH Features: Manual recline opens with effortless pull of lever; 100% polyester vegan leather cover has the look and fell of leather in a durable and; The engineered wood frame provides lasting comfort; support and reliability in a; No-Sag Sinuous Spring construction ensures even weight distribution; preventing the; 275 lb. weight capacity ensures durability and reliable support.."
"SS-MARLOW-CHARCOAL-74LOVE","The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.   Dimensions:  74.75 inW x 30.5 inD x 28.5 inH   Features:    Manual reclining motion  Soft vegan leather upholstery  Console storage and cupholders on loveseat pieces  Supportive padded back and arms  Removable backs for easier delivery and setup"
"SS-MARLOW-CHARCOAL-83SOFA","The Marlow manual reclining collection blends plush comfort and practical motion seating with soft vegan leather, supportive seating, console storage on loveseat pieces, and casual styling for living rooms and media rooms.   Dimensions:  83.25 inW x 38 inD x 41.25 inH   Features:    Manual reclining motion  Soft vegan leather upholstery  Console storage and cupholders on loveseat pieces  Supportive padded back and arms  Removable backs for easier delivery and setup"
